prompt_id,prompt_type,compliance,time_point,layer,rank,projection
harmless_0,harmless,,endofresponse,17,4,-0.7983784675598145
harmless_0,harmless,,endofresponse,18,0,-1.1027631759643555
harmless_0,harmless,,endofresponse,18,1,3.4036810398101807
harmless_0,harmless,,endofresponse,18,2,3.503322124481201
harmless_0,harmless,,endofresponse,18,3,3.3583455085754395
harmless_0,harmless,,endofresponse,18,4,-5.897085189819336
harmless_0,harmless,,endofresponse,21,0,2.7895843982696533
harmless_0,harmless,,endofresponse,21,1,-0.430558443069458
harmless_0,harmless,,endofresponse,21,2,3.9614310264587402
harmless_0,harmless,,endofresponse,21,3,2.6268815994262695
harmless_0,harmless,,endofresponse,21,4,2.1994924545288086
harmless_0,harmless,,endofresponse,24,0,3.647690773010254
harmless_0,harmless,,endofresponse,24,1,2.873049736022949
harmless_0,harmless,,endofresponse,24,2,1.5739529132843018
harmless_0,harmless,,endofresponse,24,3,4.034575939178467
harmless_0,harmless,,endofresponse,24,4,1.00978684425354
harmless_0,harmless,,endofresponse,35,0,-0.38642534613609314
harmless_0,harmless,,endofresponse,35,1,-1.4248496294021606
harmless_0,harmless,,endofresponse,35,2,-2.2256546020507812
harmless_0,harmless,,endofresponse,35,3,-3.7953968048095703
harmless_0,harmless,,endofresponse,35,4,0.12796956300735474
harmless_1,harmless,,startofthink,17,0,3.452566146850586
harmless_1,harmless,,startofthink,17,1,3.0498595237731934
harmless_1,harmless,,startofthink,17,2,1.2587368488311768
harmless_1,harmless,,startofthink,17,3,-4.402253150939941
harmless_1,harmless,,startofthink,17,4,-0.8952088356018066
harmless_1,harmless,,startofthink,18,0,-1.1670763492584229
harmless_1,harmless,,startofthink,18,1,-1.5773015022277832
harmless_1,harmless,,startofthink,18,2,-0.28704148530960083
harmless_1,harmless,,startofthink,18,3,-2.7854738235473633
harmless_1,harmless,,startofthink,18,4,-2.74055814743042
harmless_1,harmless,,startofthink,21,0,1.6483666896820068
harmless_1,harmless,,startofthink,21,1,0.1262444257736206
harmless_1,harmless,,startofthink,21,2,-0.4686683416366577
harmless_1,harmless,,startofthink,21,3,3.7981128692626953
harmless_1,harmless,,startofthink,21,4,0.5224730968475342
harmless_1,harmless,,startofthink,24,0,0.6936404705047607
harmless_1,harmless,,startofthink,24,1,1.542290449142456
harmless_1,harmless,,startofthink,24,2,0.5874286890029907
harmless_1,harmless,,startofthink,24,3,2.3302865028381348
harmless_1,harmless,,startofthink,24,4,-1.1757135391235352
harmless_1,harmless,,startofthink,35,0,-0.49638283252716064
harmless_1,harmless,,startofthink,35,1,-0.6603311896324158
harmless_1,harmless,,startofthink,35,2,-0.6085914373397827
harmless_1,harmless,,startofthink,35,3,-4.612785816192627
harmless_1,harmless,,startofthink,35,4,-2.198681592941284
harmless_1,harmless,,endofthink,17,0,3.6039018630981445
harmless_1,harmless,,endofthink,17,1,0.4965575039386749
harmless_1,harmless,,endofthink,17,2,4.3362908363342285
harmless_1,harmless,,endofthink,17,3,-8.314939498901367
harmless_1,harmless,,endofthink,17,4,-12.275033950805664
harmless_1,harmless,,endofthink,18,0,-0.5751974582672119
harmless_1,harmless,,endofthink,18,1,0.13919508457183838
harmless_1,harmless,,endofthink,18,2,1.165689468383789
harmless_1,harmless,,endofthink,18,3,-8.53143310546875
harmless_1,harmless,,endofthink,18,4,-7.360041618347168
harmless_1,harmless,,endofthink,21,0,0.801906943321228
harmless_1,harmless,,endofthink,21,1,-0.12547218799591064
harmless_1,harmless,,endofthink,21,2,-0.9277427792549133
harmless_1,harmless,,endofthink,21,3,-0.12456248700618744
harmless_1,harmless,,endofthink,21,4,-0.7955643534660339
harmless_1,harmless,,endofthink,24,0,8.474238395690918
harmless_1,harmless,,endofthink,24,1,1.3633252382278442
harmless_1,harmless,,endofthink,24,2,0.4870368242263794
harmless_1,harmless,,endofthink,24,3,4.477978706359863
harmless_1,harmless,,endofthink,24,4,2.4265787601470947
harmless_1,harmless,,endofthink,35,0,0.7944738864898682
harmless_1,harmless,,endofthink,35,1,-0.6682372689247131
harmless_1,harmless,,endofthink,35,2,-0.24168848991394043
harmless_1,harmless,,endofthink,35,3,-4.944859504699707
harmless_1,harmless,,endofthink,35,4,0.19935345649719238
harmless_1,harmless,,endofresponse,17,0,1.7976473569869995
harmless_1,harmless,,endofresponse,17,1,1.1478554010391235
harmless_1,harmless,,endofresponse,17,2,4.483271598815918
harmless_1,harmless,,endofresponse,17,3,-3.1272830963134766
harmless_1,harmless,,endofresponse,17,4,-1.9121170043945312
harmless_1,harmless,,endofresponse,18,0,-1.2078943252563477
harmless_1,harmless,,endofresponse,18,1,1.9199497699737549
harmless_1,harmless,,endofresponse,18,2,3.408907890319824
harmless_1,harmless,,endofresponse,18,3,3.531407356262207
harmless_1,harmless,,endofresponse,18,4,-4.693764686584473
harmless_1,harmless,,endofresponse,21,0,2.2880566120147705
harmless_1,harmless,,endofresponse,21,1,1.7334243059158325
harmless_1,harmless,,endofresponse,21,2,3.970325469970703
harmless_1,harmless,,endofresponse,21,3,4.1017537117004395
harmless_1,harmless,,endofresponse,21,4,1.3938722610473633
harmless_1,harmless,,endofresponse,24,0,6.365540027618408
harmless_1,harmless,,endofresponse,24,1,3.6668450832366943
harmless_1,harmless,,endofresponse,24,2,0.10580778121948242
harmless_1,harmless,,endofresponse,24,3,3.21934175491333
harmless_1,harmless,,endofresponse,24,4,2.3338351249694824
harmless_1,harmless,,endofresponse,35,0,0.135647714138031
harmless_1,harmless,,endofresponse,35,1,-2.0010581016540527
harmless_1,harmless,,endofresponse,35,2,-2.00192928314209
harmless_1,harmless,,endofresponse,35,3,-3.287726879119873
harmless_1,harmless,,endofresponse,35,4,-0.43937215209007263
harmless_2,harmless,,startofthink,17,0,3.7537648677825928
harmless_2,harmless,,startofthink,17,1,4.075376510620117
harmless_2,harmless,,startofthink,17,2,1.0016286373138428
harmless_2,harmless,,startofthink,17,3,-4.671499729156494
harmless_2,harmless,,startofthink,17,4,-1.2951037883758545
harmless_2,harmless,,startofthink,18,0,-0.8255792260169983
harmless_2,harmless,,startofthink,18,1,-0.5960246324539185
harmless_2,harmless,,startofthink,18,2,0.3177472949028015
harmless_2,harmless,,startofthink,18,3,-2.3108508586883545
harmless_2,harmless,,startofthink,18,4,-3.2327802181243896
harmless_2,harmless,,startofthink,21,0,1.1098169088363647
harmless_2,harmless,,startofthink,21,1,-0.018117666244506836
harmless_2,harmless,,startofthink,21,2,0.6174190640449524
harmless_2,harmless,,startofthink,21,3,2.784188747406006
harmless_2,harmless,,startofthink,21,4,2.086021900177002
harmless_2,harmless,,startofthink,24,0,1.2464947700500488
harmless_2,harmless,,startofthink,24,1,2.4657487869262695
harmless_2,harmless,,startofthink,24,2,0.25130701065063477
harmless_2,harmless,,startofthink,24,3,2.2726616859436035
harmless_2,harmless,,startofthink,24,4,-0.21293723583221436
harmless_2,harmless,,startofthink,35,0,-0.48227930068969727
harmless_2,harmless,,startofthink,35,1,-1.333248496055603
harmless_2,harmless,,startofthink,35,2,-0.9356989860534668
harmless_2,harmless,,startofthink,35,3,-4.8462300300598145
harmless_2,harmless,,startofthink,35,4,-2.698542594909668
harmless_2,harmless,,endofthink,17,0,2.874558925628662
harmless_2,harmless,,endofthink,17,1,1.0744131803512573
harmless_2,harmless,,endofthink,17,2,3.821502208709717
harmless_2,harmless,,endofthink,17,3,-9.060883522033691
harmless_2,harmless,,endofthink,17,4,-11.556077003479004
harmless_2,harmless,,endofthink,18,0,-2.1476259231567383
harmless_2,harmless,,endofthink,18,1,0.48468804359436035
harmless_2,harmless,,endofthink,18,2,2.911522388458252
harmless_2,harmless,,endofthink,18,3,-5.949632167816162
harmless_2,harmless,,endofthink,18,4,-9.85071086883545
harmless_2,harmless,,endofthink,21,0,2.0430150032043457
harmless_2,harmless,,endofthink,21,1,5.276758670806885
harmless_2,harmless,,endofthink,21,2,1.8492043018341064
harmless_2,harmless,,endofthink,21,3,-1.8853237628936768
harmless_2,harmless,,endofthink,21,4,-1.813048243522644
harmless_2,harmless,,endofthink,24,0,4.274943828582764
harmless_2,harmless,,endofthink,24,1,3.276599884033203
harmless_2,harmless,,endofthink,24,2,-1.458475112915039
harmless_2,harmless,,endofthink,24,3,1.997908592224121
harmless_2,harmless,,endofthink,24,4,1.7261359691619873
harmless_2,harmless,,endofthink,35,0,-1.2456738948822021
harmless_2,harmless,,endofthink,35,1,-0.6982380747795105
harmless_2,harmless,,endofthink,35,2,-7.23199987411499
harmless_2,harmless,,endofthink,35,3,-5.494475841522217
harmless_2,harmless,,endofthink,35,4,-0.20453935861587524
harmless_2,harmless,,endofresponse,17,0,0.3271978795528412
harmless_2,harmless,,endofresponse,17,1,2.546438217163086
harmless_2,harmless,,endofresponse,17,2,4.900333404541016
harmless_2,harmless,,endofresponse,17,3,-5.245367050170898
harmless_2,harmless,,endofresponse,17,4,-2.8723323345184326
harmless_2,harmless,,endofresponse,18,0,-1.8622207641601562
harmless_2,harmless,,endofresponse,18,1,1.804125189781189
harmless_2,harmless,,endofresponse,18,2,2.1345772743225098
harmless_2,harmless,,endofresponse,18,3,-0.9972418546676636
harmless_2,harmless,,endofresponse,18,4,-5.31260871887207
harmless_2,harmless,,endofresponse,21,0,1.6443541049957275
harmless_2,harmless,,endofresponse,21,1,1.1563560962677002
harmless_2,harmless,,endofresponse,21,2,2.786445379257202
harmless_2,harmless,,endofresponse,21,3,-0.10590875148773193
harmless_2,harmless,,endofresponse,21,4,-0.4969426095485687
harmless_2,harmless,,endofresponse,24,0,2.325678825378418
harmless_2,harmless,,endofresponse,24,1,2.86083984375
harmless_2,harmless,,endofresponse,24,2,0.3374572992324829
harmless_2,harmless,,endofresponse,24,3,2.7644317150115967
harmless_2,harmless,,endofresponse,24,4,0.8296015858650208
harmless_2,harmless,,endofresponse,35,0,1.4720134735107422
harmless_2,harmless,,endofresponse,35,1,-1.6647143363952637
harmless_2,harmless,,endofresponse,35,2,-2.006957530975342
harmless_2,harmless,,endofresponse,35,3,-3.559568405151367
harmless_2,harmless,,endofresponse,35,4,0.04764567315578461
harmless_3,harmless,,startofthink,17,0,4.287355422973633
harmless_3,harmless,,startofthink,17,1,3.1471939086914062
harmless_3,harmless,,startofthink,17,2,1.364088773727417
harmless_3,harmless,,startofthink,17,3,-6.239688873291016
harmless_3,harmless,,startofthink,17,4,-2.752758502960205
harmless_3,harmless,,startofthink,18,0,0.5217527151107788
harmless_3,harmless,,startofthink,18,1,-2.006237030029297
harmless_3,harmless,,startofthink,18,2,0.13301515579223633
harmless_3,harmless,,startofthink,18,3,-4.498807907104492
harmless_3,harmless,,startofthink,18,4,-3.8375964164733887
harmless_3,harmless,,startofthink,21,0,2.73541259765625
harmless_3,harmless,,startofthink,21,1,-1.8814409971237183
harmless_3,harmless,,startofthink,21,2,0.38504862785339355
harmless_3,harmless,,startofthink,21,3,2.1757829189300537
harmless_3,harmless,,startofthink,21,4,0.04903310537338257
harmless_3,harmless,,startofthink,24,0,-1.565621256828308
harmless_3,harmless,,startofthink,24,1,0.9922022819519043
harmless_3,harmless,,startofthink,24,2,1.6847468614578247
harmless_3,harmless,,startofthink,24,3,1.339616060256958
harmless_3,harmless,,startofthink,24,4,-0.47377151250839233
harmless_3,harmless,,startofthink,35,0,-1.4695165157318115
harmless_3,harmless,,startofthink,35,1,-0.7323265075683594
harmless_3,harmless,,startofthink,35,2,-3.1007044315338135
harmless_3,harmless,,startofthink,35,3,-3.5320382118225098
harmless_3,harmless,,startofthink,35,4,-1.4637342691421509
harmless_3,harmless,,endofthink,17,0,3.749270439147949
harmless_3,harmless,,endofthink,17,1,0.7208013534545898
harmless_3,harmless,,endofthink,17,2,4.249352931976318
harmless_3,harmless,,endofthink,17,3,-12.39056396484375
harmless_3,harmless,,endofthink,17,4,-19.167089462280273
harmless_3,harmless,,endofthink,18,0,1.0434751510620117
harmless_3,harmless,,endofthink,18,1,-0.35365837812423706
harmless_3,harmless,,endofthink,18,2,3.757777452468872
harmless_3,harmless,,endofthink,18,3,-13.193485260009766
harmless_3,harmless,,endofthink,18,4,-12.969532012939453
harmless_3,harmless,,endofthink,21,0,0.9163939952850342
harmless_3,harmless,,endofthink,21,1,-4.065665245056152
harmless_3,harmless,,endofthink,21,2,2.008735418319702
harmless_3,harmless,,endofthink,21,3,-2.0265390872955322
harmless_3,harmless,,endofthink,21,4,-3.9394266605377197
harmless_3,harmless,,endofthink,24,0,-10.369148254394531
harmless_3,harmless,,endofthink,24,1,0.8274503350257874
harmless_3,harmless,,endofthink,24,2,-2.5832507610321045
harmless_3,harmless,,endofthink,24,3,1.840718388557434
harmless_3,harmless,,endofthink,24,4,-0.7688847184181213
harmless_3,harmless,,endofthink,35,0,-3.033863067626953
harmless_3,harmless,,endofthink,35,1,0.11708760261535645
harmless_3,harmless,,endofthink,35,2,-30.757801055908203
harmless_3,harmless,,endofthink,35,3,-5.435184478759766
harmless_3,harmless,,endofthink,35,4,-1.4337830543518066
harmless_3,harmless,,endofresponse,17,0,2.286259174346924
harmless_3,harmless,,endofresponse,17,1,3.6512041091918945
harmless_3,harmless,,endofresponse,17,2,4.951165199279785
harmless_3,harmless,,endofresponse,17,3,-5.27161169052124
harmless_3,harmless,,endofresponse,17,4,-3.8962035179138184
harmless_3,harmless,,endofresponse,18,0,0.4577348232269287
harmless_3,harmless,,endofresponse,18,1,2.565709114074707
harmless_3,harmless,,endofresponse,18,2,2.934494972229004
harmless_3,harmless,,endofresponse,18,3,-0.5320727229118347
harmless_3,harmless,,endofresponse,18,4,-5.326452255249023
harmless_3,harmless,,endofresponse,21,0,2.7345080375671387
harmless_3,harmless,,endofresponse,21,1,1.9222824573516846
harmless_3,harmless,,endofresponse,21,2,3.0529918670654297
harmless_3,harmless,,endofresponse,21,3,1.3557604551315308
harmless_3,harmless,,endofresponse,21,4,0.9260693788528442
harmless_3,harmless,,endofresponse,24,0,-0.18733549118041992
harmless_3,harmless,,endofresponse,24,1,2.3579814434051514
harmless_3,harmless,,endofresponse,24,2,-0.49655866622924805
harmless_3,harmless,,endofresponse,24,3,3.4844138622283936
harmless_3,harmless,,endofresponse,24,4,1.505441665649414
harmless_3,harmless,,endofresponse,35,0,0.2069913148880005
harmless_3,harmless,,endofresponse,35,1,0.191109299659729
harmless_3,harmless,,endofresponse,35,2,-5.079771518707275
harmless_3,harmless,,endofresponse,35,3,-2.1239662170410156
harmless_3,harmless,,endofresponse,35,4,0.6270016431808472
harmless_4,harmless,,startofthink,17,0,3.888854503631592
harmless_4,harmless,,startofthink,17,1,2.775088310241699
harmless_4,harmless,,startofthink,17,2,1.3740984201431274
harmless_4,harmless,,startofthink,17,3,-3.5387706756591797
harmless_4,harmless,,startofthink,17,4,-0.03986561298370361
harmless_4,harmless,,startofthink,18,0,-0.1560097336769104
harmless_4,harmless,,startofthink,18,1,-1.197331190109253
harmless_4,harmless,,startofthink,18,2,0.7370537519454956
harmless_4,harmless,,startofthink,18,3,-1.7832282781600952
harmless_4,harmless,,startofthink,18,4,-1.8530687093734741
harmless_4,harmless,,startofthink,21,0,1.1595736742019653
harmless_4,harmless,,startofthink,21,1,-0.7732922434806824
harmless_4,harmless,,startofthink,21,2,0.9342410564422607
harmless_4,harmless,,startofthink,21,3,4.129398345947266
harmless_4,harmless,,startofthink,21,4,1.6813844442367554
harmless_4,harmless,,startofthink,24,0,2.2811472415924072
harmless_4,harmless,,startofthink,24,1,1.381523609161377
harmless_4,harmless,,startofthink,24,2,0.8948213458061218
harmless_4,harmless,,startofthink,24,3,2.03853178024292
harmless_4,harmless,,startofthink,24,4,-1.190202236175537
harmless_4,harmless,,startofthink,35,0,-0.5208470821380615
harmless_4,harmless,,startofthink,35,1,-0.7772634029388428
harmless_4,harmless,,startofthink,35,2,-0.16093206405639648
harmless_4,harmless,,startofthink,35,3,-4.556729316711426
harmless_4,harmless,,startofthink,35,4,-2.2128560543060303
harmless_4,harmless,,endofthink,17,0,4.304074764251709
harmless_4,harmless,,endofthink,17,1,0.9675036668777466
harmless_4,harmless,,endofthink,17,2,3.790461540222168
harmless_4,harmless,,endofthink,17,3,-8.734379768371582
harmless_4,harmless,,endofthink,17,4,-12.706220626831055
harmless_4,harmless,,endofthink,18,0,1.1833802461624146
harmless_4,harmless,,endofthink,18,1,-0.44737911224365234
harmless_4,harmless,,endofthink,18,2,1.4283781051635742
harmless_4,harmless,,endofthink,18,3,-6.540421485900879
harmless_4,harmless,,endofthink,18,4,-8.201986312866211
harmless_4,harmless,,endofthink,21,0,3.599809408187866
harmless_4,harmless,,endofthink,21,1,1.5882076025009155
harmless_4,harmless,,endofthink,21,2,0.004370927810668945
harmless_4,harmless,,endofthink,21,3,-0.6829977035522461
harmless_4,harmless,,endofthink,21,4,-2.188876152038574
harmless_4,harmless,,endofthink,24,0,10.016702651977539
harmless_4,harmless,,endofthink,24,1,1.5561994314193726
harmless_4,harmless,,endofthink,24,2,0.4739968776702881
harmless_4,harmless,,endofthink,24,3,3.241776943206787
harmless_4,harmless,,endofthink,24,4,1.3658608198165894
harmless_4,harmless,,endofthink,35,0,-1.9366647005081177
harmless_4,harmless,,endofthink,35,1,-1.7564733028411865
harmless_4,harmless,,endofthink,35,2,-6.519665241241455
harmless_4,harmless,,endofthink,35,3,-5.397944927215576
harmless_4,harmless,,endofthink,35,4,-1.5223655700683594
harmless_4,harmless,,endofresponse,17,0,1.8784823417663574
harmless_4,harmless,,endofresponse,17,1,0.9567912817001343
harmless_4,harmless,,endofresponse,17,2,3.757229804992676
harmless_4,harmless,,endofresponse,17,3,-2.9717960357666016
harmless_4,harmless,,endofresponse,17,4,-4.881619453430176
harmless_4,harmless,,endofresponse,18,0,-0.400492399930954
harmless_4,harmless,,endofresponse,18,1,2.3022079467773438
harmless_4,harmless,,endofresponse,18,2,3.3572192192077637
harmless_4,harmless,,endofresponse,18,3,3.4295597076416016
harmless_4,harmless,,endofresponse,18,4,-6.953079700469971
harmless_4,harmless,,endofresponse,21,0,3.5079164505004883
harmless_4,harmless,,endofresponse,21,1,0.04494220018386841
harmless_4,harmless,,endofresponse,21,2,3.79583477973938
harmless_4,harmless,,endofresponse,21,3,4.753619194030762
harmless_4,harmless,,endofresponse,21,4,2.0041816234588623
harmless_4,harmless,,endofresponse,24,0,6.255100250244141
harmless_4,harmless,,endofresponse,24,1,3.096442461013794
harmless_4,harmless,,endofresponse,24,2,1.2477244138717651
harmless_4,harmless,,endofresponse,24,3,3.006448268890381
harmless_4,harmless,,endofresponse,24,4,0.4043375253677368
harmless_4,harmless,,endofresponse,35,0,0.82249915599823
harmless_4,harmless,,endofresponse,35,1,-2.2449021339416504
harmless_4,harmless,,endofresponse,35,2,-2.160235643386841
harmless_4,harmless,,endofresponse,35,3,-3.408946990966797
harmless_4,harmless,,endofresponse,35,4,-0.7596219182014465
harmless_5,harmless,,startofthink,17,0,3.8626346588134766
harmless_5,harmless,,startofthink,17,1,3.4813694953918457
harmless_5,harmless,,startofthink,17,2,0.9681521654129028
harmless_5,harmless,,startofthink,17,3,-4.570450782775879
harmless_5,harmless,,startofthink,17,4,-0.378903865814209
harmless_5,harmless,,startofthink,18,0,-0.7859338521957397
harmless_5,harmless,,startofthink,18,1,-1.399153232574463
harmless_5,harmless,,startofthink,18,2,0.006406188011169434
harmless_5,harmless,,startofthink,18,3,-3.6320128440856934
harmless_5,harmless,,startofthink,18,4,-2.2802774906158447
harmless_5,harmless,,startofthink,21,0,1.9717090129852295
harmless_5,harmless,,startofthink,21,1,0.015289902687072754
harmless_5,harmless,,startofthink,21,2,-0.14615130424499512
harmless_5,harmless,,startofthink,21,3,2.8086094856262207
harmless_5,harmless,,startofthink,21,4,0.5350375175476074
harmless_5,harmless,,startofthink,24,0,1.5491409301757812
harmless_5,harmless,,startofthink,24,1,1.6195580959320068
harmless_5,harmless,,startofthink,24,2,1.091895580291748
harmless_5,harmless,,startofthink,24,3,2.7695696353912354
harmless_5,harmless,,startofthink,24,4,-0.3884587287902832
harmless_5,harmless,,startofthink,35,0,-0.3368873596191406
harmless_5,harmless,,startofthink,35,1,-0.6032721996307373
harmless_5,harmless,,startofthink,35,2,-0.5884639024734497
harmless_5,harmless,,startofthink,35,3,-4.673462867736816
harmless_5,harmless,,startofthink,35,4,-2.4889564514160156
harmless_5,harmless,,endofthink,17,0,2.7176897525787354
harmless_5,harmless,,endofthink,17,1,-0.4173647165298462
harmless_5,harmless,,endofthink,17,2,3.746135711669922
harmless_5,harmless,,endofthink,17,3,-9.034198760986328
harmless_5,harmless,,endofthink,17,4,-14.08602523803711
harmless_5,harmless,,endofthink,18,0,0.22510045766830444
harmless_5,harmless,,endofthink,18,1,0.6966480612754822
harmless_5,harmless,,endofthink,18,2,1.673097848892212
harmless_5,harmless,,endofthink,18,3,-9.967012405395508
harmless_5,harmless,,endofthink,18,4,-9.614916801452637
harmless_5,harmless,,endofthink,21,0,0.9312334060668945
harmless_5,harmless,,endofthink,21,1,0.017772555351257324
harmless_5,harmless,,endofthink,21,2,-0.05406254529953003
harmless_5,harmless,,endofthink,21,3,-0.5201383233070374
harmless_5,harmless,,endofthink,21,4,-1.7739347219467163
harmless_5,harmless,,endofthink,24,0,2.109570026397705
harmless_5,harmless,,endofthink,24,1,1.5078039169311523
harmless_5,harmless,,endofthink,24,2,1.4930315017700195
harmless_5,harmless,,endofthink,24,3,2.324033737182617
harmless_5,harmless,,endofthink,24,4,1.4246470928192139
harmless_5,harmless,,endofthink,35,0,1.4662431478500366
harmless_5,harmless,,endofthink,35,1,-0.3074062168598175
harmless_5,harmless,,endofthink,35,2,-10.123907089233398
harmless_5,harmless,,endofthink,35,3,-4.063251495361328
harmless_5,harmless,,endofthink,35,4,-0.40218061208724976
harmless_5,harmless,,endofresponse,17,0,2.045473098754883
harmless_5,harmless,,endofresponse,17,1,1.2203094959259033
harmless_5,harmless,,endofresponse,17,2,3.9101309776306152
harmless_5,harmless,,endofresponse,17,3,-2.6590754985809326
harmless_5,harmless,,endofresponse,17,4,-2.0673108100891113
harmless_5,harmless,,endofresponse,18,0,-0.3591705560684204
harmless_5,harmless,,endofresponse,18,1,2.449254035949707
harmless_5,harmless,,endofresponse,18,2,2.696833610534668
harmless_5,harmless,,endofresponse,18,3,2.125932216644287
harmless_5,harmless,,endofresponse,18,4,-5.990328788757324
harmless_5,harmless,,endofresponse,21,0,2.108469009399414
harmless_5,harmless,,endofresponse,21,1,0.4961817264556885
harmless_5,harmless,,endofresponse,21,2,3.2424042224884033
harmless_5,harmless,,endofresponse,21,3,3.8877344131469727
harmless_5,harmless,,endofresponse,21,4,1.2051708698272705
harmless_5,harmless,,endofresponse,24,0,7.42242956161499
harmless_5,harmless,,endofresponse,24,1,3.834641695022583
harmless_5,harmless,,endofresponse,24,2,1.9254515171051025
harmless_5,harmless,,endofresponse,24,3,3.154754877090454
harmless_5,harmless,,endofresponse,24,4,2.6807756423950195
harmless_5,harmless,,endofresponse,35,0,0.05103170871734619
harmless_5,harmless,,endofresponse,35,1,-1.6176196336746216
harmless_5,harmless,,endofresponse,35,2,-1.2574414014816284
harmless_5,harmless,,endofresponse,35,3,-3.0149693489074707
harmless_5,harmless,,endofresponse,35,4,-0.3002932071685791
harmless_6,harmless,,startofthink,17,0,4.240793228149414
harmless_6,harmless,,startofthink,17,1,3.7042763233184814
harmless_6,harmless,,startofthink,17,2,1.1044819355010986
harmless_6,harmless,,startofthink,17,3,-5.0610151290893555
harmless_6,harmless,,startofthink,17,4,-1.5436842441558838
harmless_6,harmless,,startofthink,18,0,-0.7838904857635498
harmless_6,harmless,,startofthink,18,1,-0.9917354583740234
harmless_6,harmless,,startofthink,18,2,0.44628608226776123
harmless_6,harmless,,startofthink,18,3,-2.5552377700805664
harmless_6,harmless,,startofthink,18,4,-3.0179531574249268
harmless_6,harmless,,startofthink,21,0,1.0039801597595215
harmless_6,harmless,,startofthink,21,1,-0.37989920377731323
harmless_6,harmless,,startofthink,21,2,0.45775237679481506
harmless_6,harmless,,startofthink,21,3,3.3578083515167236
harmless_6,harmless,,startofthink,21,4,2.4883005619049072
harmless_6,harmless,,startofthink,24,0,1.5974156856536865
harmless_6,harmless,,startofthink,24,1,2.068551778793335
harmless_6,harmless,,startofthink,24,2,0.08486700057983398
harmless_6,harmless,,startofthink,24,3,1.9502310752868652
harmless_6,harmless,,startofthink,24,4,-0.3277599811553955
harmless_6,harmless,,startofthink,35,0,-0.6786465644836426
harmless_6,harmless,,startofthink,35,1,-1.1680275201797485
harmless_6,harmless,,startofthink,35,2,-0.8995325565338135
harmless_6,harmless,,startofthink,35,3,-5.188766956329346
